      Step     Time          Energy          fmax
BFGS:    0 08:40:12    -2153.307194        7.676036
BFGS:    1 08:40:13    -2157.262049        4.753780
BFGS:    2 08:40:14    -2160.523498        4.235580
BFGS:    3 08:40:15    -2164.616520        3.821038
BFGS:    4 08:40:16    -2167.447043        7.469209
BFGS:    5 08:40:16    -2169.671588       10.175432
BFGS:    6 08:40:17    -2172.873680        9.640403
BFGS:    7 08:40:18    -2177.643912       20.232784
BFGS:    8 08:40:19    -2180.558961       21.852257
BFGS:    9 08:40:20    -2183.657756        7.112969
BFGS:   10 08:40:21    -2187.212981        4.577971
BFGS:   11 08:40:22    -2189.623726        3.076630
BFGS:   12 08:40:22    -2191.164150        5.398449
BFGS:   13 08:40:23    -2193.294947        4.558379
BFGS:   14 08:40:24    -2195.795512        5.561782
BFGS:   15 08:40:24    -2197.671235        6.148346
BFGS:   16 08:40:25    -2198.216521       12.001343
BFGS:   17 08:40:26    -2199.455550        2.829718
BFGS:   18 08:40:26    -2199.962597        2.271270
BFGS:   19 08:40:27    -2200.579121        2.209000
BFGS:   20 08:40:28    -2200.949756        1.858668
BFGS:   21 08:40:29    -2201.326642        2.099949
BFGS:   22 08:40:29    -2201.688584        1.734874
BFGS:   23 08:40:30    -2201.997843        1.041463
BFGS:   24 08:40:31    -2202.175038        0.918046
BFGS:   25 08:40:31    -2202.312192        0.842109
BFGS:   26 08:40:32    -2202.456017        0.822541
BFGS:   27 08:40:32    -2202.564331        0.729230
BFGS:   28 08:40:33    -2202.640520        0.458550
BFGS:   29 08:40:33    -2202.703689        0.700859
BFGS:   30 08:40:34    -2202.776752        0.927594
BFGS:   31 08:40:34    -2202.847872        1.025499
BFGS:   32 08:40:35    -2202.909359        0.928966
BFGS:   33 08:40:35    -2202.961749        0.705982
BFGS:   34 08:40:36    -2203.017437        0.565303
BFGS:   35 08:40:36    -2203.080990        0.537463
BFGS:   36 08:40:36    -2203.133229        0.495944
BFGS:   37 08:40:37    -2203.155369        0.425343
BFGS:   38 08:40:37    -2203.175345        0.423171
BFGS:   39 08:40:38    -2203.207687        0.407370
BFGS:   40 08:40:38    -2203.251089        0.532937
BFGS:   41 08:40:39    -2203.282622        0.505886
BFGS:   42 08:40:39    -2203.305648        0.265129
BFGS:   43 08:40:40    -2203.319623        0.261573
BFGS:   44 08:40:40    -2203.332843        0.231017
BFGS:   45 08:40:41    -2203.345105        0.223593
BFGS:   46 08:40:41    -2203.354806        0.193891
BFGS:   47 08:40:42    -2203.363641        0.185374
BFGS:   48 08:40:42    -2203.371794        0.156023
BFGS:   49 08:40:43    -2203.378034        0.132027
BFGS:   50 08:40:43    -2203.381904        0.108498
BFGS:   51 08:40:44    -2203.384529        0.079838
BFGS:   52 08:40:44    -2203.386626        0.088483
BFGS:   53 08:40:44    -2203.388207        0.087387
BFGS:   54 08:40:45    -2203.389508        0.079014
BFGS:   55 08:40:45    -2203.390897        0.070879
BFGS:   56 08:40:46    -2203.392690        0.089876
BFGS:   57 08:40:46    -2203.394992        0.119631
BFGS:   58 08:40:46    -2203.397786        0.135178
BFGS:   59 08:40:47    -2203.401302        0.128373
BFGS:   60 08:40:48    -2203.406616        0.174430
BFGS:   61 08:40:48    -2203.415827        0.287097
