      Step     Time          Energy          fmax
BFGS:    0 13:05:57    -3291.207338        9.213344
BFGS:    1 13:05:58    -3297.904816        5.566526
BFGS:    2 13:05:59    -3301.785074       11.643167
BFGS:    3 13:06:00    -3303.302089        2.999951
BFGS:    4 13:06:01    -3303.977987        2.134598
BFGS:    5 13:06:02    -3304.665320        2.386430
BFGS:    6 13:06:03    -3305.144526        2.190172
BFGS:    7 13:06:04    -3305.580964        1.571009
BFGS:    8 13:06:04    -3305.834151        1.028001
BFGS:    9 13:06:05    -3305.999124        1.018055
BFGS:   10 13:06:06    -3306.088069        0.468349
BFGS:   11 13:06:07    -3306.138498        0.298373
BFGS:   12 13:06:07    -3306.174759        0.497013
BFGS:   13 13:06:08    -3306.212923        0.570059
BFGS:   14 13:06:09    -3306.239617        0.366233
BFGS:   15 13:06:09    -3306.254269        0.165112
BFGS:   16 13:06:10    -3306.262657        0.115021
BFGS:   17 13:06:11    -3306.269515        0.139401
BFGS:   18 13:06:11    -3306.276008        0.147327
BFGS:   19 13:06:12    -3306.282282        0.137457
BFGS:   20 13:06:12    -3306.289165        0.144317
BFGS:   21 13:06:13    -3306.297245        0.166598
BFGS:   22 13:06:14    -3306.305269        0.123433
BFGS:   23 13:06:14    -3306.311443        0.122432
BFGS:   24 13:06:15    -3306.316096        0.081739
BFGS:   25 13:06:16    -3306.320633        0.106584
BFGS:   26 13:06:16    -3306.325333        0.130320
BFGS:   27 13:06:17    -3306.328926        0.100881
BFGS:   28 13:06:17    -3306.330921        0.052706
BFGS:   29 13:06:18    -3306.332151        0.049618
BFGS:   30 13:06:18    -3306.333330        0.053965
BFGS:   31 13:06:19    -3306.334653        0.072751
BFGS:   32 13:06:20    -3306.336015        0.068574
BFGS:   33 13:06:20    -3306.337259        0.063163
BFGS:   34 13:06:21    -3306.338351        0.064391
BFGS:   35 13:06:21    -3306.339307        0.054089
BFGS:   36 13:06:22    -3306.340104        0.054879
BFGS:   37 13:06:22    -3306.340659        0.037200
BFGS:   38 13:06:23    -3306.340983        0.028155
BFGS:   39 13:06:23    -3306.341170        0.021351
BFGS:   40 13:06:24    -3306.341307        0.019136
BFGS:   41 13:06:24    -3306.341400        0.017438
BFGS:   42 13:06:25    -3306.341459        0.016595
BFGS:   43 13:06:25    -3306.341493        0.009302
