      Step     Time          Energy          fmax
BFGS:    0 10:26:36    -3386.686351        1.432922
BFGS:    1 10:26:37    -3386.742716        1.323488
BFGS:    2 10:26:37    -3387.143475        0.791991
BFGS:    3 10:26:38    -3387.408369        0.542131
BFGS:    4 10:26:39    -3387.578396        0.307870
BFGS:    5 10:26:40    -3387.654424        0.067495
BFGS:    6 10:26:40    -3387.657742        0.009629
      Step     Time          Energy          fmax
BFGS:    0 12:58:43    -3367.101274       12.409981
BFGS:    1 12:58:44    -3377.295202        8.570225
BFGS:    2 12:58:45    -3380.369396       10.058500
BFGS:    3 12:58:46    -3382.934231        2.065771
BFGS:    4 12:58:46    -3383.734621        2.265979
BFGS:    5 12:58:47    -3385.014104        2.298407
BFGS:    6 12:58:48    -3385.083015        8.237323
BFGS:    7 12:58:48    -3386.261316        1.254129
BFGS:    8 12:58:49    -3386.610379        0.774797
BFGS:    9 12:58:49    -3386.906450        1.046459
BFGS:   10 12:58:50    -3386.965186        0.635034
BFGS:   11 12:58:50    -3387.080426        0.568385
BFGS:   12 12:58:51    -3387.146269        0.785964
BFGS:   13 12:58:52    -3387.217976        0.663743
BFGS:   14 12:58:52    -3387.275604        0.410453
BFGS:   15 12:58:53    -3387.325214        0.346738
BFGS:   16 12:58:53    -3387.369030        0.602353
BFGS:   17 12:58:54    -3387.414585        0.631144
BFGS:   18 12:58:54    -3387.459296        0.397270
BFGS:   19 12:58:55    -3387.502886        0.370253
BFGS:   20 12:58:55    -3387.545637        0.416444
BFGS:   21 12:58:56    -3387.590405        0.508317
BFGS:   22 12:58:57    -3387.635689        0.422864
BFGS:   23 12:58:57    -3387.668552        0.252322
BFGS:   24 12:58:58    -3387.682227        0.195063
BFGS:   25 12:58:58    -3387.688718        0.166210
BFGS:   26 12:58:59    -3387.693946        0.110033
BFGS:   27 12:58:59    -3387.701483        0.114769
BFGS:   28 12:59:00    -3387.708836        0.123078
BFGS:   29 12:59:00    -3387.714921        0.108159
BFGS:   30 12:59:01    -3387.719559        0.095388
BFGS:   31 12:59:01    -3387.723740        0.076677
BFGS:   32 12:59:01    -3387.727328        0.072825
BFGS:   33 12:59:02    -3387.729966        0.071306
BFGS:   34 12:59:02    -3387.732405        0.063230
BFGS:   35 12:59:03    -3387.735477        0.070017
BFGS:   36 12:59:03    -3387.738771        0.073226
BFGS:   37 12:59:04    -3387.740999        0.049897
BFGS:   38 12:59:04    -3387.741973        0.034013
BFGS:   39 12:59:04    -3387.742696        0.043718
BFGS:   40 12:59:05    -3387.743987        0.083470
BFGS:   41 12:59:05    -3387.746505        0.121536
BFGS:   42 12:59:06    -3387.749922        0.120563
BFGS:   43 12:59:06    -3387.752726        0.067561
BFGS:   44 12:59:06    -3387.754209        0.046099
BFGS:   45 12:59:07    -3387.755138        0.043523
BFGS:   46 12:59:07    -3387.756065        0.060563
BFGS:   47 12:59:08    -3387.756835        0.050459
BFGS:   48 12:59:08    -3387.757296        0.022994
BFGS:   49 12:59:08    -3387.757531        0.021442
BFGS:   50 12:59:09    -3387.757699        0.021051
BFGS:   51 12:59:09    -3387.757861        0.024552
BFGS:   52 12:59:09    -3387.758018        0.020471
BFGS:   53 12:59:10    -3387.758155        0.018522
BFGS:   54 12:59:10    -3387.758259        0.015047
BFGS:   55 12:59:10    -3387.758329        0.014377
BFGS:   56 12:59:10    -3387.758379        0.014213
BFGS:   57 12:59:11    -3387.758424        0.011508
BFGS:   58 12:59:11    -3387.758455        0.006456
