      Step     Time          Energy          fmax
BFGS:    0 08:16:29    -3102.952895        8.312799
BFGS:    1 08:16:31    -3106.975075        4.486438
BFGS:    2 08:16:32    -3108.872522        2.852355
BFGS:    3 08:16:34    -3110.374854        8.269898
BFGS:    4 08:16:35    -3113.732674       19.300573
BFGS:    5 08:16:36    -3111.077279       36.565946
BFGS:    6 08:16:37    -3117.325642        5.305733
BFGS:    7 08:16:39    -3118.610258        4.521962
BFGS:    8 08:16:40    -3119.470219        6.537358
BFGS:    9 08:16:41    -3120.431249        1.562573
BFGS:   10 08:16:42    -3121.067565        1.192039
BFGS:   11 08:16:43    -3122.297512        4.411493
BFGS:   12 08:16:44    -3122.809531        3.518468
BFGS:   13 08:16:46    -3124.190008        3.017229
BFGS:   14 08:16:47    -3124.887893        2.365235
BFGS:   15 08:16:48    -3125.685390        1.830491
BFGS:   16 08:16:49    -3126.014199        1.599001
BFGS:   17 08:16:50    -3126.399531        1.294066
BFGS:   18 08:16:51    -3126.642309        0.988464
BFGS:   19 08:16:52    -3126.797330        0.769073
BFGS:   20 08:16:53    -3126.886224        0.581337
BFGS:   21 08:16:54    -3126.945212        0.501936
BFGS:   22 08:16:55    -3126.988763        0.375381
BFGS:   23 08:16:56    -3127.025959        0.506562
BFGS:   24 08:16:56    -3127.056680        0.389001
BFGS:   25 08:16:57    -3127.090258        0.323971
BFGS:   26 08:16:58    -3127.121059        0.319463
BFGS:   27 08:16:59    -3127.148728        0.543887
BFGS:   28 08:17:00    -3127.175107        0.513489
BFGS:   29 08:17:01    -3127.203133        0.262052
BFGS:   30 08:17:02    -3127.233787        0.276175
BFGS:   31 08:17:02    -3127.264422        0.477997
BFGS:   32 08:17:03    -3127.292447        0.574691
BFGS:   33 08:17:04    -3127.319993        0.396942
BFGS:   34 08:17:05    -3127.348139        0.254336
BFGS:   35 08:17:06    -3127.372557        0.353405
BFGS:   36 08:17:07    -3127.389590        0.436959
BFGS:   37 08:17:07    -3127.398885        0.262031
BFGS:   38 08:17:08    -3127.404263        0.100156
BFGS:   39 08:17:09    -3127.409230        0.191535
BFGS:   40 08:17:10    -3127.414653        0.321027
BFGS:   41 08:17:10    -3127.419992        0.294355
BFGS:   42 08:17:11    -3127.424537        0.143130
BFGS:   43 08:17:12    -3127.428248        0.092993
BFGS:   44 08:17:13    -3127.431748        0.243161
BFGS:   45 08:17:13    -3127.435450        0.283449
BFGS:   46 08:17:14    -3127.438635        0.181715
BFGS:   47 08:17:15    -3127.440729        0.056335
BFGS:   48 08:17:15    -3127.442064        0.097373
BFGS:   49 08:17:16    -3127.443060        0.136991
BFGS:   50 08:17:17    -3127.443791        0.095265
BFGS:   51 08:17:17    -3127.444185        0.026121
BFGS:   52 08:17:18    -3127.444381        0.021863
BFGS:   53 08:17:18    -3127.444534        0.042689
BFGS:   54 08:17:19    -3127.444689        0.040414
BFGS:   55 08:17:19    -3127.444811        0.017794
BFGS:   56 08:17:20    -3127.444891        0.011819
BFGS:   57 08:17:21    -3127.444947        0.016214
BFGS:   58 08:17:21    -3127.444997        0.019414
BFGS:   59 08:17:22    -3127.445032        0.013674
BFGS:   60 08:17:22    -3127.445053        0.006850
