      Step     Time          Energy          fmax
BFGS:    0 10:25:28    -2153.428018        0.958843
BFGS:    1 10:25:28    -2153.452615        0.881691
BFGS:    2 10:25:30    -2153.492645        0.988112
BFGS:    3 10:25:32    -2153.538950        0.282251
BFGS:    4 10:25:32    -2153.544888        0.075768
BFGS:    5 10:25:32    -2153.545209        0.027263
BFGS:    6 10:25:33    -2153.545222        0.023468
BFGS:    7 10:25:33    -2153.545281        0.025848
BFGS:    8 10:25:33    -2153.545449        0.050782
BFGS:    9 10:25:33    -2153.545793        0.081971
BFGS:   10 10:25:34    -2153.547006        0.156392
BFGS:   11 10:25:35    -2153.550936        0.318989
BFGS:   12 10:25:35    -2153.555690        0.454276
BFGS:   13 10:25:36    -2153.589413        0.180614
BFGS:   14 10:25:36    -2153.611464        0.138893
BFGS:   15 10:25:37    -2153.627590        0.253499
BFGS:   16 10:25:38    -2153.636253        0.260467
BFGS:   17 10:25:39    -2153.638584        0.191904
BFGS:   18 10:25:40    -2153.640812        0.057778
BFGS:   19 10:25:40    -2153.640919        0.059342
BFGS:   20 10:25:40    -2153.641147        0.062666
BFGS:   21 10:25:41    -2153.642100        0.076519
BFGS:   22 10:25:41    -2153.644383        0.116864
BFGS:   23 10:25:42    -2153.650834        0.292907
BFGS:   24 10:25:43    -2153.658485        0.491466
BFGS:   25 10:25:43    -2153.673066        0.573368
BFGS:   26 10:25:44    -2153.703173        0.211531
BFGS:   27 10:25:44    -2153.713043        0.275320
BFGS:   28 10:25:45    -2153.722323        0.046430
BFGS:   29 10:25:46    -2153.727663        0.240245
BFGS:   30 10:25:47    -2153.733311        0.154063
BFGS:   31 10:25:47    -2153.743210        0.184798
BFGS:   32 10:25:48    -2153.752324        0.037368
      Step     Time          Energy          fmax
BFGS:    0 12:57:24    -2037.950143      430.486168
BFGS:    1 12:57:24    -2118.642436       44.294854
BFGS:    2 12:57:25    -2133.655008       63.569531
BFGS:    3 12:57:25    -2141.510961       40.076733
BFGS:    4 12:57:25    -2144.908811       17.176377
BFGS:    5 12:57:25    -2148.800783        9.789971
BFGS:    6 12:57:26    -2150.677173        5.937683
BFGS:    7 12:57:26    -2152.950173        3.473925
BFGS:    8 12:57:26    -2154.053966        2.820423
BFGS:    9 12:57:26    -2154.699118        2.133666
BFGS:   10 12:57:27    -2155.271409        2.419873
BFGS:   11 12:57:27    -2155.503122        2.483757
BFGS:   12 12:57:27    -2155.610980        3.067944
BFGS:   13 12:57:27    -2155.664956        3.328418
BFGS:   14 12:57:28    -2155.755541        2.415872
