      Step     Time          Energy          fmax
BFGS:    0 20:16:13    -2730.095280      318.563948
BFGS:    1 20:16:14    -2801.536040       40.357291
BFGS:    2 20:16:15    -2810.679624       87.890089
BFGS:    3 20:16:16    -2825.241435       37.469651
BFGS:    4 20:16:17    -2831.102860       15.966891
BFGS:    5 20:16:19    -2833.741585        7.234450
BFGS:    6 20:16:20    -2835.412828        4.976024
BFGS:    7 20:16:21    -2836.947293        2.385045
BFGS:    8 20:16:22    -2838.152788        3.753002
BFGS:    9 20:16:23    -2839.263080        3.956909
BFGS:   10 20:16:24    -2840.402092        4.273085
BFGS:   11 20:16:25    -2841.189376        3.984822
BFGS:   12 20:16:26    -2841.771598        3.499277
BFGS:   13 20:16:27    -2842.229289        2.991281
BFGS:   14 20:16:28    -2842.725469        2.150918
BFGS:   15 20:16:29    -2843.148439        1.597947
BFGS:   16 20:16:30    -2843.421870        1.307958
BFGS:   17 20:16:31    -2843.619260        1.259205
BFGS:   18 20:16:31    -2843.758613        1.147138
BFGS:   19 20:16:32    -2843.871268        0.872685
BFGS:   20 20:16:33    -2843.919127        0.686033
BFGS:   21 20:16:33    -2843.958660        0.521286
BFGS:   22 20:16:34    -2844.007336        0.564586
BFGS:   23 20:16:35    -2844.052373        0.679957
BFGS:   24 20:16:35    -2844.084060        0.640270
BFGS:   25 20:16:36    -2844.111362        0.600993
BFGS:   26 20:16:37    -2844.161028        0.636888
BFGS:   27 20:16:37    -2844.202943        0.640612
BFGS:   28 20:16:38    -2844.243885        0.619842
BFGS:   29 20:16:39    -2844.269476        0.385541
BFGS:   30 20:16:40    -2844.282143        0.354677
BFGS:   31 20:16:40    -2844.292317        0.246171
BFGS:   32 20:16:41    -2844.300774        0.183115
BFGS:   33 20:16:41    -2844.309650        0.198855
BFGS:   34 20:16:42    -2844.317408        0.257432
BFGS:   35 20:16:43    -2844.327451        0.256257
BFGS:   36 20:16:43    -2844.337312        0.225102
BFGS:   37 20:16:44    -2844.348926        0.255896
BFGS:   38 20:16:44    -2844.363426        0.278130
BFGS:   39 20:16:45    -2844.381063        0.439543
BFGS:   40 20:16:46    -2844.398692        0.540685
BFGS:   41 20:16:46    -2844.413201        0.482763
BFGS:   42 20:16:47    -2844.423850        0.336384
BFGS:   43 20:16:48    -2844.431485        0.305103
BFGS:   44 20:16:48    -2844.437322        0.283790
BFGS:   45 20:16:49    -2844.441976        0.238860
BFGS:   46 20:16:49    -2844.445467        0.188137
BFGS:   47 20:16:50    -2844.447530        0.127468
BFGS:   48 20:16:50    -2844.448474        0.094509
BFGS:   49 20:16:51    -2844.448959        0.054616
BFGS:   50 20:16:51    -2844.449352        0.063216
BFGS:   51 20:16:52    -2844.449749        0.045592
BFGS:   52 20:16:52    -2844.450092        0.051156
BFGS:   53 20:16:53    -2844.450411        0.057439
BFGS:   54 20:16:53    -2844.450795        0.058272
BFGS:   55 20:16:53    -2844.451353        0.066511
BFGS:   56 20:16:54    -2844.452153        0.077930
BFGS:   57 20:16:54    -2844.453169        0.072360
BFGS:   58 20:16:55    -2844.454318        0.072595
BFGS:   59 20:16:55    -2844.455406        0.081239
BFGS:   60 20:16:56    -2844.456328        0.090217
BFGS:   61 20:16:56    -2844.457103        0.091430
BFGS:   62 20:16:57    -2844.457888        0.078673
BFGS:   63 20:16:57    -2844.458767        0.083631
BFGS:   64 20:16:58    -2844.459597        0.068641
BFGS:   65 20:16:58    -2844.460117        0.031902
BFGS:   66 20:16:59    -2844.460394        0.027376
BFGS:   67 20:16:59    -2844.460635        0.048091
BFGS:   68 20:17:00    -2844.461007        0.067675
BFGS:   69 20:17:00    -2844.461504        0.067320
BFGS:   70 20:17:01    -2844.461963        0.038469
BFGS:   71 20:17:01    -2844.462244        0.025148
BFGS:   72 20:17:02    -2844.462425        0.029484
BFGS:   73 20:17:02    -2844.462613        0.035538
BFGS:   74 20:17:02    -2844.462823        0.033062
BFGS:   75 20:17:03    -2844.463003        0.024556
BFGS:   76 20:17:03    -2844.463142        0.020318
BFGS:   77 20:17:04    -2844.463285        0.021765
BFGS:   78 20:17:04    -2844.463430        0.023745
BFGS:   79 20:17:05    -2844.463683        0.027474
BFGS:   80 20:17:05    -2844.463961        0.028057
BFGS:   81 20:17:06    -2844.464266        0.035544
BFGS:   82 20:17:06    -2844.464658        0.042516
BFGS:   83 20:17:06    -2844.465248        0.054268
BFGS:   84 20:17:07    -2844.466164        0.062904
BFGS:   85 20:17:08    -2844.467513        0.080229
BFGS:   86 20:17:08    -2844.469373        0.106300
BFGS:   87 20:17:09    -2844.471580        0.101798
BFGS:   88 20:17:09    -2844.473821        0.087576
BFGS:   89 20:17:10    -2844.475609        0.059509
BFGS:   90 20:17:10    -2844.477065        0.101080
BFGS:   91 20:17:11    -2844.478627        0.129099
BFGS:   92 20:17:11    -2844.480377        0.110964
BFGS:   93 20:17:12    -2844.481918        0.060599
BFGS:   94 20:17:12    -2844.482916        0.060656
BFGS:   95 20:17:13    -2844.483523        0.071216
BFGS:   96 20:17:13    -2844.484025        0.074718
BFGS:   97 20:17:14    -2844.484637        0.057648
BFGS:   98 20:17:14    -2844.485423        0.046001
BFGS:   99 20:17:15    -2844.485699        0.034649
BFGS:  100 20:17:15    -2844.485831        0.024201
BFGS:  101 20:17:16    -2844.485920        0.015386
BFGS:  102 20:17:16    -2844.485983        0.017445
BFGS:  103 20:17:17    -2844.486019        0.015016
BFGS:  104 20:17:17    -2844.486041        0.009989
