      Step     Time          Energy          fmax
BFGS:    0 08:27:41    -3221.894435        8.179710
BFGS:    1 08:27:43    -3228.798736        5.659888
BFGS:    2 08:27:44    -3230.510600       12.734721
BFGS:    3 08:27:46    -3233.619333        2.611955
BFGS:    4 08:27:47    -3234.572542        2.760082
BFGS:    5 08:27:48    -3235.693791        3.025408
BFGS:    6 08:27:50    -3236.352106        1.295019
BFGS:    7 08:27:51    -3236.956758        0.933651
BFGS:    8 08:27:52    -3237.480538        1.860725
BFGS:    9 08:27:53    -3237.744706        1.606120
BFGS:   10 08:27:54    -3238.024702        1.115744
BFGS:   11 08:27:56    -3238.153665        0.923226
BFGS:   12 08:27:57    -3238.306089        0.551720
BFGS:   13 08:27:58    -3238.407693        0.606141
BFGS:   14 08:27:59    -3238.505395        0.697527
BFGS:   15 08:28:00    -3238.587809        0.731272
BFGS:   16 08:28:01    -3238.666394        0.600015
BFGS:   17 08:28:02    -3238.736668        0.645117
BFGS:   18 08:28:03    -3238.793505        0.492206
BFGS:   19 08:28:04    -3238.841280        0.509180
BFGS:   20 08:28:06    -3238.887079        0.445491
BFGS:   21 08:28:07    -3238.933391        0.294442
BFGS:   22 08:28:08    -3238.975828        0.289654
BFGS:   23 08:28:09    -3239.005133        0.264066
BFGS:   24 08:28:10    -3239.023995        0.293781
BFGS:   25 08:28:11    -3239.040739        0.239781
BFGS:   26 08:28:12    -3239.058634        0.176556
BFGS:   27 08:28:12    -3239.075037        0.183977
BFGS:   28 08:28:13    -3239.086880        0.156134
BFGS:   29 08:28:14    -3239.095195        0.142335
BFGS:   30 08:28:15    -3239.103040        0.134908
BFGS:   31 08:28:16    -3239.112892        0.146941
BFGS:   32 08:28:17    -3239.124817        0.194103
BFGS:   33 08:28:18    -3239.136585        0.188719
BFGS:   34 08:28:19    -3239.145755        0.160866
BFGS:   35 08:28:20    -3239.152006        0.132598
BFGS:   36 08:28:20    -3239.156381        0.113062
BFGS:   37 08:28:21    -3239.159812        0.135900
BFGS:   38 08:28:22    -3239.162403        0.095027
BFGS:   39 08:28:23    -3239.164091        0.045252
BFGS:   40 08:28:23    -3239.165052        0.043953
BFGS:   41 08:28:24    -3239.165569        0.038044
BFGS:   42 08:28:25    -3239.165897        0.027217
BFGS:   43 08:28:25    -3239.166140        0.022926
BFGS:   44 08:28:26    -3239.166307        0.024923
BFGS:   45 08:28:27    -3239.166402        0.016344
BFGS:   46 08:28:27    -3239.166464        0.012586
BFGS:   47 08:28:28    -3239.166515        0.011249
BFGS:   48 08:28:28    -3239.166555        0.008690
