      Step     Time          Energy          fmax
BFGS:    0 14:02:31    -3090.720831        6.354831
BFGS:    1 14:02:33    -3095.511731        6.835207
BFGS:    2 14:02:35    -3101.237072        5.811920
BFGS:    3 14:02:36    -3099.151966       19.508871
BFGS:    4 14:02:38    -3104.682549        4.119808
BFGS:    5 14:02:40    -3106.597499        3.805162
BFGS:    6 14:02:41    -3110.110701        3.997768
BFGS:    7 14:02:42    -3113.450295        4.921119
BFGS:    8 14:02:43    -3115.456290        5.824428
BFGS:    9 14:02:44    -3117.148103        4.724566
BFGS:   10 14:02:46    -3117.203357       16.698087
BFGS:   11 14:02:47    -3120.053318        4.669076
BFGS:   12 14:02:48    -3121.004616        2.983713
BFGS:   13 14:02:48    -3122.015786        2.600898
BFGS:   14 14:02:49    -3122.655903        2.135067
BFGS:   15 14:02:50    -3123.244056        1.526884
BFGS:   16 14:02:51    -3123.741866        1.978270
BFGS:   17 14:02:52    -3124.362493        2.066195
BFGS:   18 14:02:53    -3124.854095        2.047968
BFGS:   19 14:02:54    -3125.252157        1.460317
BFGS:   20 14:02:54    -3125.489378        0.828024
BFGS:   21 14:02:55    -3125.711925        1.301467
BFGS:   22 14:02:57    -3126.125429        1.609635
BFGS:   23 14:02:58    -3126.863758        2.419370
BFGS:   24 14:02:59    -3127.087482        2.640525
BFGS:   25 14:03:00    -3127.604719        2.635507
BFGS:   26 14:03:01    -3128.100410        2.506812
BFGS:   27 14:03:02    -3129.056859        1.805368
BFGS:   28 14:03:02    -3129.499528        1.678187
BFGS:   29 14:03:03    -3129.766709        1.188759
BFGS:   30 14:03:04    -3130.043046        0.720958
BFGS:   31 14:03:04    -3130.144947        0.860234
BFGS:   32 14:03:05    -3130.380945        0.615188
BFGS:   33 14:03:06    -3130.490823        0.471462
BFGS:   34 14:03:07    -3130.539023        0.434613
BFGS:   35 14:03:07    -3130.575828        0.401173
BFGS:   36 14:03:08    -3130.614670        0.424251
BFGS:   37 14:03:09    -3130.652656        0.374092
BFGS:   38 14:03:10    -3130.687947        0.325820
BFGS:   39 14:03:10    -3130.730738        0.394680
BFGS:   40 14:03:11    -3130.780301        0.407101
BFGS:   41 14:03:12    -3130.820173        0.364801
BFGS:   42 14:03:13    -3130.899941        0.326930
BFGS:   43 14:03:13    -3130.926246        0.330697
BFGS:   44 14:03:14    -3130.985962        0.343896
BFGS:   45 14:03:15    -3131.018535        0.333248
BFGS:   46 14:03:16    -3131.048809        0.249425
BFGS:   47 14:03:17    -3131.068570        0.204629
BFGS:   48 14:03:17    -3131.084318        0.154189
BFGS:   49 14:03:18    -3131.093357        0.146399
BFGS:   50 14:03:18    -3131.099448        0.135830
BFGS:   51 14:03:19    -3131.105263        0.141223
BFGS:   52 14:03:20    -3131.112603        0.142522
BFGS:   53 14:03:20    -3131.120856        0.162685
BFGS:   54 14:03:21    -3131.128530        0.164965
BFGS:   55 14:03:22    -3131.135076        0.132034
BFGS:   56 14:03:23    -3131.140894        0.123322
BFGS:   57 14:03:23    -3131.146158        0.107351
BFGS:   58 14:03:24    -3131.150706        0.106621
BFGS:   59 14:03:25    -3131.154741        0.122141
BFGS:   60 14:03:25    -3131.158429        0.106735
BFGS:   61 14:03:26    -3131.161279        0.066373
BFGS:   62 14:03:27    -3131.162839        0.040889
BFGS:   63 14:03:27    -3131.163579        0.036840
BFGS:   64 14:03:28    -3131.164118        0.038118
BFGS:   65 14:03:29    -3131.164714        0.042603
BFGS:   66 14:03:29    -3131.165262        0.032444
BFGS:   67 14:03:30    -3131.165643        0.024651
BFGS:   68 14:03:30    -3131.165908        0.026574
BFGS:   69 14:03:31    -3131.166195        0.031026
BFGS:   70 14:03:31    -3131.166589        0.036736
BFGS:   71 14:03:32    -3131.167081        0.031323
BFGS:   72 14:03:32    -3131.167582        0.031544
BFGS:   73 14:03:33    -3131.168050        0.033058
BFGS:   74 14:03:33    -3131.168479        0.026537
BFGS:   75 14:03:34    -3131.168855        0.030998
BFGS:   76 14:03:34    -3131.169128        0.028287
BFGS:   77 14:03:35    -3131.169307        0.023253
BFGS:   78 14:03:35    -3131.169438        0.019946
BFGS:   79 14:03:36    -3131.169547        0.018014
BFGS:   80 14:03:36    -3131.169637        0.015822
BFGS:   81 14:03:37    -3131.169709        0.012599
BFGS:   82 14:03:37    -3131.169778        0.013215
BFGS:   83 14:03:38    -3131.169841        0.012073
BFGS:   84 14:03:38    -3131.169886        0.008714
